Episode,Avg Reward,Steps,Total Reward,Q-MSE
1,-1.0,1,-1,0.0025
2,-1.0,10,-2,0.005
3,-1.0,11,-3,0.0075
4,-1.0,14,-4,0.01
5,-1.0,35,-5,0.0125
6,-1.0,6,-6,0.015625
7,-1.0,5,-7,0.018125
8,-1.0,3,-8,0.02015625
9,-1.0,8,-9,0.02265625
10,-1.0,5,-10,0.0237890625
11,-1.0,13,-11,0.0262890625
12,-1.0,4,-12,0.026884765625
13,-1.0,52,-13,0.029384765625
14,-1.0,17,-14,0.031884765625
15,-1.0,12,-15,0.034384765625
16,-1.0,11,-16,0.036884765625
17,-1.0,30,-17,0.03718994140625
18,-1.0,30,-18,0.03968994140625
19,-1.0,2,-19,0.0398443603515625
20,-1.0,3,-20,0.039922027587890624
21,-1.0,18,-21,0.042422027587890626
22,-1.0,20,-22,0.04492202758789063
23,-1.0,39,-23,0.047422027587890624
24,-1.0,19,-24,0.049922027587890626
25,-1.0,11,-25,0.049960975646972654
26,-1.0,33,-26,0.052460975646972656
27,-1.0,31,-27,0.05558597564697266
28,-1.0,13,-28,0.055605478286743164
29,-1.0,14,-29,0.05873047828674317
30,-1.0,18,-30,0.06123047828674316
31,-1.0,24,-31,0.06435547828674316
32,-1.0,68,-32,0.06685547828674317
33,-1.0,27,-33,0.06686523675918579
34,-1.0,26,-34,0.0699902367591858
35,-1.0,28,-35,0.0731152367591858
36,-1.0,3,-36,0.07312011778354645
37,-1.0,30,-37,0.07562011778354645
38,-1.0,24,-38,0.07874511778354645
39,-1.0,46,-39,0.08124511778354644
40,-1.0,2,-40,0.08124755874276161
41,-1.0,1,-41,0.0812487793341279
42,-1.0,16,-42,0.0832800293341279
43,-1.0,47,-43,0.0857800293341279
44,-1.0,1,-44,0.08578063965775072
45,-1.0,38,-45,0.08781188965775072
46,-1.0,41,-46,0.09093688965775072
47,-1.0,43,-47,0.09406188965775072
48,-1.0,28,-48,0.09406219482654705
49,-1.0,4,-49,0.09609344482654705
50,-1.0,46,-50,0.09921844482654706
51,-1.0,1,-51,0.09921859741269146
52,-1.0,23,-52,0.0992186737062002
53,-1.0,8,-53,0.10035148620620021
54,-1.0,58,-54,0.1028514862062002
55,-1.0,35,-55,0.10398429870620021
56,-1.0,2,-56,0.10398433685306373
57,-1.0,28,-57,0.10601558685306373
58,-1.0,8,-58,0.10714839935306372
59,-1.0,28,-59,0.11027339935306373
60,-1.0,23,-60,0.11086910247806372
61,-1.0,2,-61,0.11086912155152277
